Mouse Hareket Etti - X: 409, Y: 382, Zaman: 143 ms
Mouse Hareket Etti - X: 757, Y: 287, Zaman: 306 ms
Mouse Hareket Etti - X: 760, Y: 287, Zaman: 307 ms
Mouse Hareket Etti - X: 761, Y: 287, Zaman: 308 ms
Mouse Hareket Etti - X: 763, Y: 287, Zaman: 309 ms
Mouse Hareket Etti - X: 765, Y: 287, Zaman: 310 ms
Mouse Hareket Etti - X: 767, Y: 287, Zaman: 311 ms
Mouse Hareket Etti - X: 769, Y: 286, Zaman: 312 ms
Mouse Hareket Etti - X: 770, Y: 286, Zaman: 313 ms
Mouse Hareket Etti - X: 772, Y: 286, Zaman: 314 ms
Mouse Hareket Etti - X: 774, Y: 286, Zaman: 315 ms
Mouse Hareket Etti - X: 775, Y: 286, Zaman: 316 ms
Mouse Hareket Etti - X: 776, Y: 286, Zaman: 317 ms
Mouse Hareket Etti - X: 778, Y: 285, Zaman: 318 ms
Mouse Hareket Etti - X: 779, Y: 285, Zaman: 319 ms
Mouse Hareket Etti - X: 781, Y: 285, Zaman: 320 ms
Mouse Hareket Etti - X: 782, Y: 285, Zaman: 321 ms
Mouse Hareket Etti - X: 783, Y: 285, Zaman: 322 ms
Mouse Hareket Etti - X: 785, Y: 285, Zaman: 323 ms
Mouse Hareket Etti - X: 786, Y: 285, Zaman: 324 ms
Mouse Hareket Etti - X: 787, Y: 285, Zaman: 325 ms
Mouse Hareket Etti - X: 788, Y: 285, Zaman: 326 ms
Mouse Hareket Etti - X: 789, Y: 285, Zaman: 327 ms
Mouse Hareket Etti - X: 791, Y: 285, Zaman: 328 ms
Mouse Hareket Etti - X: 792, Y: 285, Zaman: 329 ms
Mouse Hareket Etti - X: 794, Y: 285, Zaman: 331 ms
Mouse Hareket Etti - X: 795, Y: 285, Zaman: 332 ms
Mouse Hareket Etti - X: 797, Y: 285, Zaman: 334 ms
Mouse Hareket Etti - X: 798, Y: 284, Zaman: 335 ms
Mouse Hareket Etti - X: 799, Y: 284, Zaman: 336 ms
Mouse Hareket Etti - X: 800, Y: 284, Zaman: 337 ms
Mouse Hareket Etti - X: 802, Y: 284, Zaman: 339 ms
Mouse Hareket Etti - X: 802, Y: 283, Zaman: 340 ms
Mouse Hareket Etti - X: 803, Y: 283, Zaman: 341 ms
Mouse Hareket Etti - X: 804, Y: 283, Zaman: 342 ms
Mouse Hareket Etti - X: 805, Y: 283, Zaman: 344 ms
Mouse Hareket Etti - X: 806, Y: 283, Zaman: 345 ms
Mouse Hareket Etti - X: 807, Y: 283, Zaman: 346 ms
Mouse Hareket Etti - X: 808, Y: 282, Zaman: 348 ms
Mouse Hareket Etti - X: 809, Y: 282, Zaman: 349 ms
Mouse Hareket Etti - X: 810, Y: 282, Zaman: 351 ms
Mouse Hareket Etti - X: 811, Y: 282, Zaman: 353 ms
Mouse Hareket Etti - X: 812, Y: 282, Zaman: 355 ms
Mouse Hareket Etti - X: 813, Y: 281, Zaman: 357 ms
Mouse Hareket Etti - X: 814, Y: 281, Zaman: 360 ms
Mouse Hareket Etti - X: 815, Y: 281, Zaman: 364 ms
Mouse Hareket Etti - X: 816, Y: 281, Zaman: 372 ms
Mouse Hareket Etti - X: 815, Y: 281, Zaman: 392 ms
Mouse Hareket Etti - X: 814, Y: 281, Zaman: 396 ms
Mouse Hareket Etti - X: 813, Y: 281, Zaman: 403 ms
Mouse Hareket Etti - X: 812, Y: 281, Zaman: 404 ms
Mouse Hareket Etti - X: 811, Y: 281, Zaman: 423 ms
Mouse Hareket Etti - X: 810, Y: 281, Zaman: 425 ms
Mouse Hareket Etti - X: 808, Y: 281, Zaman: 427 ms
Mouse Hareket Etti - X: 807, Y: 281, Zaman: 429 ms
Mouse Hareket Etti - X: 806, Y: 281, Zaman: 431 ms
Mouse Hareket Etti - X: 805, Y: 281, Zaman: 432 ms
Mouse Hareket Etti - X: 804, Y: 281, Zaman: 433 ms
Mouse Hareket Etti - X: 803, Y: 281, Zaman: 435 ms
Mouse Hareket Etti - X: 802, Y: 281, Zaman: 436 ms
Mouse Hareket Etti - X: 801, Y: 281, Zaman: 437 ms
Mouse Hareket Etti - X: 800, Y: 281, Zaman: 438 ms
Mouse Hareket Etti - X: 798, Y: 281, Zaman: 440 ms
Mouse Hareket Etti - X: 797, Y: 281, Zaman: 442 ms
Mouse Hareket Etti - X: 796, Y: 281, Zaman: 443 ms
Mouse Hareket Etti - X: 795, Y: 281, Zaman: 444 ms
Mouse Hareket Etti - X: 794, Y: 281, Zaman: 445 ms
Mouse Hareket Etti - X: 792, Y: 281, Zaman: 448 ms
Mouse Hareket Etti - X: 791, Y: 280, Zaman: 448 ms
Mouse Hareket Etti - X: 789, Y: 280, Zaman: 450 ms
Mouse Hareket Etti - X: 788, Y: 280, Zaman: 451 ms
Mouse Hareket Etti - X: 787, Y: 280, Zaman: 452 ms
Mouse Hareket Etti - X: 786, Y: 280, Zaman: 453 ms
Mouse Hareket Etti - X: 785, Y: 280, Zaman: 454 ms
Mouse Hareket Etti - X: 784, Y: 279, Zaman: 455 ms
Mouse Hareket Etti - X: 783, Y: 279, Zaman: 456 ms
Mouse Hareket Etti - X: 782, Y: 279, Zaman: 457 ms
Mouse Hareket Etti - X: 781, Y: 279, Zaman: 458 ms
Mouse Hareket Etti - X: 780, Y: 279, Zaman: 460 ms
Mouse Hareket Etti - X: 778, Y: 279, Zaman: 462 ms
Mouse Hareket Etti - X: 777, Y: 279, Zaman: 464 ms
Mouse Hareket Etti - X: 776, Y: 279, Zaman: 466 ms
Mouse Hareket Etti - X: 775, Y: 279, Zaman: 467 ms
Mouse Hareket Etti - X: 774, Y: 279, Zaman: 468 ms
Mouse Hareket Etti - X: 773, Y: 279, Zaman: 470 ms
Mouse Hareket Etti - X: 773, Y: 278, Zaman: 471 ms
Mouse Hareket Etti - X: 772, Y: 278, Zaman: 472 ms
Mouse Hareket Etti - X: 771, Y: 278, Zaman: 473 ms
Mouse Hareket Etti - X: 770, Y: 278, Zaman: 474 ms
Mouse Hareket Etti - X: 769, Y: 278, Zaman: 476 ms
Mouse Hareket Etti - X: 767, Y: 278, Zaman: 478 ms
Mouse Hareket Etti - X: 766, Y: 278, Zaman: 482 ms
Mouse Hareket Etti - X: 766, Y: 277, Zaman: 483 ms
Mouse Hareket Etti - X: 765, Y: 277, Zaman: 484 ms
Mouse Hareket Etti - X: 765, Y: 276, Zaman: 485 ms
Mouse Hareket Etti - X: 764, Y: 276, Zaman: 486 ms
Mouse Hareket Etti - X: 763, Y: 276, Zaman: 487 ms
Mouse Hareket Etti - X: 763, Y: 275, Zaman: 488 ms
Mouse Hareket Etti - X: 762, Y: 275, Zaman: 489 ms
Mouse Hareket Etti - X: 761, Y: 275, Zaman: 491 ms
Mouse Hareket Etti - X: 760, Y: 275, Zaman: 492 ms
Mouse Hareket Etti - X: 759, Y: 275, Zaman: 493 ms
Mouse Hareket Etti - X: 758, Y: 275, Zaman: 495 ms
Mouse Hareket Etti - X: 757, Y: 275, Zaman: 498 ms
Mouse Hareket Etti - X: 756, Y: 275, Zaman: 500 ms
Mouse Hareket Etti - X: 755, Y: 275, Zaman: 501 ms
Mouse Hareket Etti - X: 754, Y: 275, Zaman: 503 ms
Mouse Hareket Etti - X: 754, Y: 274, Zaman: 505 ms
Mouse Hareket Etti - X: 753, Y: 274, Zaman: 603 ms
Mouse Hareket Etti - X: 752, Y: 274, Zaman: 678 ms
Mouse Hareket Etti - X: 751, Y: 274, Zaman: 683 ms
Mouse Hareket Etti - X: 750, Y: 274, Zaman: 689 ms
Mouse Hareket Etti - X: 749, Y: 274, Zaman: 694 ms
Mouse Hareket Etti - X: 748, Y: 274, Zaman: 698 ms
Mouse Hareket Etti - X: 747, Y: 274, Zaman: 700 ms
Mouse Hareket Etti - X: 746, Y: 274, Zaman: 703 ms
Mouse Hareket Etti - X: 745, Y: 274, Zaman: 706 ms
Mouse Hareket Etti - X: 744, Y: 274, Zaman: 709 ms
Mouse Hareket Etti - X: 743, Y: 274, Zaman: 710 ms
Mouse Hareket Etti - X: 742, Y: 274, Zaman: 713 ms
Mouse Hareket Etti - X: 741, Y: 274, Zaman: 715 ms
Mouse Hareket Etti - X: 740, Y: 274, Zaman: 718 ms
Mouse Hareket Etti - X: 739, Y: 274, Zaman: 719 ms
Mouse Hareket Etti - X: 738, Y: 274, Zaman: 721 ms
Mouse Hareket Etti - X: 737, Y: 274, Zaman: 724 ms
Mouse Hareket Etti - X: 736, Y: 274, Zaman: 726 ms
Mouse Hareket Etti - X: 735, Y: 274, Zaman: 728 ms
Mouse Hareket Etti - X: 734, Y: 274, Zaman: 730 ms
Mouse Hareket Etti - X: 733, Y: 274, Zaman: 732 ms
Mouse Hareket Etti - X: 733, Y: 275, Zaman: 733 ms
Mouse Hareket Etti - X: 732, Y: 275, Zaman: 735 ms
Mouse Hareket Etti - X: 731, Y: 275, Zaman: 737 ms
Mouse Hareket Etti - X: 730, Y: 275, Zaman: 738 ms
Mouse Hareket Etti - X: 729, Y: 275, Zaman: 741 ms
Mouse Hareket Etti - X: 728, Y: 275, Zaman: 743 ms
Mouse Hareket Etti - X: 727, Y: 275, Zaman: 746 ms
Mouse Hareket Etti - X: 726, Y: 275, Zaman: 747 ms
Mouse Hareket Etti - X: 725, Y: 275, Zaman: 749 ms
Mouse Hareket Etti - X: 724, Y: 275, Zaman: 752 ms
Mouse Hareket Etti - X: 723, Y: 275, Zaman: 754 ms
Mouse Hareket Etti - X: 722, Y: 276, Zaman: 755 ms
Mouse Hareket Etti - X: 721, Y: 276, Zaman: 758 ms
Mouse Hareket Etti - X: 720, Y: 276, Zaman: 760 ms
Mouse Hareket Etti - X: 719, Y: 276, Zaman: 762 ms
Mouse Hareket Etti - X: 719, Y: 277, Zaman: 763 ms
Mouse Hareket Etti - X: 718, Y: 277, Zaman: 764 ms
Mouse Hareket Etti - X: 717, Y: 277, Zaman: 766 ms
Mouse Hareket Etti - X: 716, Y: 277, Zaman: 768 ms
Mouse Hareket Etti - X: 715, Y: 277, Zaman: 771 ms
Mouse Hareket Etti - X: 714, Y: 277, Zaman: 772 ms
Mouse Hareket Etti - X: 713, Y: 277, Zaman: 774 ms
Mouse Hareket Etti - X: 712, Y: 277, Zaman: 777 ms
Mouse Hareket Etti - X: 711, Y: 277, Zaman: 779 ms
Mouse Hareket Etti - X: 710, Y: 277, Zaman: 781 ms
Mouse Hareket Etti - X: 710, Y: 278, Zaman: 782 ms
Mouse Hareket Etti - X: 709, Y: 278, Zaman: 783 ms
Mouse Hareket Etti - X: 708, Y: 278, Zaman: 785 ms
Mouse Hareket Etti - X: 707, Y: 278, Zaman: 788 ms
Mouse Hareket Etti - X: 706, Y: 278, Zaman: 789 ms
Mouse Hareket Etti - X: 705, Y: 278, Zaman: 791 ms
Mouse Hareket Etti - X: 704, Y: 278, Zaman: 794 ms
Mouse Hareket Etti - X: 703, Y: 278, Zaman: 796 ms
Mouse Hareket Etti - X: 702, Y: 278, Zaman: 797 ms
Mouse Hareket Etti - X: 701, Y: 278, Zaman: 800 ms
Mouse Hareket Etti - X: 700, Y: 278, Zaman: 802 ms
Mouse Hareket Etti - X: 700, Y: 279, Zaman: 803 ms
Mouse Hareket Etti - X: 699, Y: 279, Zaman: 804 ms
Mouse Hareket Etti - X: 698, Y: 279, Zaman: 807 ms
Mouse Hareket Etti - X: 697, Y: 279, Zaman: 808 ms
Mouse Hareket Etti - X: 696, Y: 279, Zaman: 810 ms
Mouse Hareket Etti - X: 695, Y: 279, Zaman: 813 ms
Mouse Hareket Etti - X: 694, Y: 279, Zaman: 815 ms
Mouse Hareket Etti - X: 693, Y: 279, Zaman: 816 ms
Mouse Hareket Etti - X: 692, Y: 279, Zaman: 819 ms
Mouse Hareket Etti - X: 691, Y: 279, Zaman: 821 ms
Mouse Hareket Etti - X: 690, Y: 279, Zaman: 824 ms
Mouse Hareket Etti - X: 689, Y: 280, Zaman: 826 ms
Mouse Hareket Etti - X: 688, Y: 280, Zaman: 828 ms
Mouse Hareket Etti - X: 687, Y: 280, Zaman: 831 ms
Mouse Hareket Etti - X: 686, Y: 280, Zaman: 834 ms
Mouse Hareket Etti - X: 685, Y: 280, Zaman: 836 ms
Mouse Hareket Etti - X: 684, Y: 281, Zaman: 839 ms
Mouse Hareket Etti - X: 683, Y: 281, Zaman: 842 ms
Mouse Hareket Etti - X: 682, Y: 281, Zaman: 845 ms
Mouse Hareket Etti - X: 681, Y: 281, Zaman: 847 ms
Mouse Hareket Etti - X: 680, Y: 281, Zaman: 851 ms
Mouse Hareket Etti - X: 679, Y: 281, Zaman: 855 ms
Mouse Hareket Etti - X: 678, Y: 281, Zaman: 859 ms
Mouse Hareket Etti - X: 677, Y: 281, Zaman: 862 ms
Mouse Hareket Etti - X: 676, Y: 281, Zaman: 867 ms
Mouse Hareket Etti - X: 675, Y: 281, Zaman: 872 ms
Mouse Hareket Etti - X: 674, Y: 281, Zaman: 882 ms
Mouse Hareket Etti - X: 674, Y: 282, Zaman: 892 ms
Mouse Hareket Etti - X: 673, Y: 282, Zaman: 897 ms
Mouse Hareket Etti - X: 673, Y: 281, Zaman: 989 ms
Mouse Hareket Etti - X: 674, Y: 281, Zaman: 992 ms
Mouse Hareket Etti - X: 674, Y: 280, Zaman: 993 ms
Mouse Hareket Etti - X: 675, Y: 280, Zaman: 996 ms
Mouse Hareket Etti - X: 675, Y: 279, Zaman: 998 ms
Mouse Hareket Etti - X: 676, Y: 279, Zaman: 1000 ms
Mouse Hareket Etti - X: 677, Y: 278, Zaman: 1003 ms
Mouse Hareket Etti - X: 678, Y: 278, Zaman: 1004 ms
Mouse Hareket Etti - X: 679, Y: 278, Zaman: 1006 ms
Mouse Hareket Etti - X: 680, Y: 277, Zaman: 1008 ms
Mouse Hareket Etti - X: 681, Y: 276, Zaman: 1010 ms
Mouse Hareket Etti - X: 682, Y: 276, Zaman: 1011 ms
Mouse Hareket Etti - X: 683, Y: 276, Zaman: 1012 ms
Mouse Hareket Etti - X: 684, Y: 275, Zaman: 1014 ms
Mouse Hareket Etti - X: 685, Y: 275, Zaman: 1015 ms
Mouse Hareket Etti - X: 686, Y: 275, Zaman: 1016 ms
Mouse Hareket Etti - X: 687, Y: 275, Zaman: 1017 ms
Mouse Hareket Etti - X: 688, Y: 275, Zaman: 1018 ms
Mouse Hareket Etti - X: 689, Y: 274, Zaman: 1019 ms
Mouse Hareket Etti - X: 690, Y: 274, Zaman: 1020 ms
Mouse Hareket Etti - X: 691, Y: 274, Zaman: 1021 ms
Mouse Hareket Etti - X: 692, Y: 273, Zaman: 1022 ms
Mouse Hareket Etti - X: 693, Y: 273, Zaman: 1023 ms
Mouse Hareket Etti - X: 695, Y: 273, Zaman: 1024 ms
Mouse Hareket Etti - X: 697, Y: 273, Zaman: 1026 ms
Mouse Hareket Etti - X: 698, Y: 273, Zaman: 1027 ms
Mouse Hareket Etti - X: 699, Y: 272, Zaman: 1028 ms
Mouse Hareket Etti - X: 700, Y: 272, Zaman: 1029 ms
Mouse Hareket Etti - X: 701, Y: 272, Zaman: 1030 ms
Mouse Hareket Etti - X: 703, Y: 272, Zaman: 1031 ms
Mouse Hareket Etti - X: 704, Y: 271, Zaman: 1032 ms
Mouse Hareket Etti - X: 705, Y: 271, Zaman: 1033 ms
Mouse Hareket Etti - X: 707, Y: 271, Zaman: 1034 ms
Mouse Hareket Etti - X: 708, Y: 271, Zaman: 1035 ms
Mouse Hareket Etti - X: 709, Y: 271, Zaman: 1036 ms
Mouse Hareket Etti - X: 710, Y: 271, Zaman: 1037 ms
Mouse Hareket Etti - X: 712, Y: 271, Zaman: 1038 ms
Mouse Hareket Etti - X: 713, Y: 271, Zaman: 1039 ms
Mouse Hareket Etti - X: 715, Y: 271, Zaman: 1040 ms
Mouse Hareket Etti - X: 716, Y: 271, Zaman: 1041 ms
Mouse Hareket Etti - X: 717, Y: 271, Zaman: 1042 ms
Mouse Hareket Etti - X: 719, Y: 271, Zaman: 1043 ms
Mouse Hareket Etti - X: 720, Y: 271, Zaman: 1044 ms
Mouse Hareket Etti - X: 721, Y: 271, Zaman: 1045 ms
Mouse Hareket Etti - X: 723, Y: 271, Zaman: 1046 ms
Mouse Hareket Etti - X: 724, Y: 271, Zaman: 1047 ms
Mouse Hareket Etti - X: 725, Y: 271, Zaman: 1048 ms
Mouse Hareket Etti - X: 727, Y: 271, Zaman: 1049 ms
Mouse Hareket Etti - X: 728, Y: 271, Zaman: 1050 ms
Mouse Hareket Etti - X: 730, Y: 271, Zaman: 1051 ms
Mouse Hareket Etti - X: 732, Y: 270, Zaman: 1052 ms
Mouse Hareket Etti - X: 733, Y: 270, Zaman: 1053 ms
Mouse Hareket Etti - X: 734, Y: 270, Zaman: 1054 ms
Mouse Hareket Etti - X: 735, Y: 270, Zaman: 1055 ms
Mouse Hareket Etti - X: 738, Y: 270, Zaman: 1056 ms
Mouse Hareket Etti - X: 739, Y: 270, Zaman: 1057 ms
Mouse Hareket Etti - X: 740, Y: 270, Zaman: 1058 ms
Mouse Hareket Etti - X: 741, Y: 270, Zaman: 1059 ms
Mouse Hareket Etti - X: 743, Y: 270, Zaman: 1060 ms
Mouse Hareket Etti - X: 744, Y: 270, Zaman: 1061 ms
Mouse Hareket Etti - X: 745, Y: 270, Zaman: 1062 ms
Mouse Hareket Etti - X: 746, Y: 270, Zaman: 1063 ms
Mouse Hareket Etti - X: 749, Y: 270, Zaman: 1064 ms
Mouse Hareket Etti - X: 750, Y: 270, Zaman: 1065 ms
Mouse Hareket Etti - X: 751, Y: 270, Zaman: 1066 ms
Mouse Hareket Etti - X: 752, Y: 270, Zaman: 1067 ms
Mouse Hareket Etti - X: 754, Y: 270, Zaman: 1068 ms
Mouse Hareket Etti - X: 755, Y: 270, Zaman: 1069 ms
Mouse Hareket Etti - X: 756, Y: 270, Zaman: 1070 ms
Mouse Hareket Etti - X: 758, Y: 270, Zaman: 1071 ms
Mouse Hareket Etti - X: 759, Y: 270, Zaman: 1072 ms
Mouse Hareket Etti - X: 760, Y: 270, Zaman: 1073 ms
Mouse Hareket Etti - X: 761, Y: 270, Zaman: 1074 ms
Mouse Hareket Etti - X: 764, Y: 270, Zaman: 1075 ms
Mouse Hareket Etti - X: 765, Y: 270, Zaman: 1077 ms
Mouse Hareket Etti - X: 767, Y: 270, Zaman: 1078 ms
Mouse Hareket Etti - X: 768, Y: 270, Zaman: 1079 ms
Mouse Hareket Etti - X: 770, Y: 270, Zaman: 1080 ms
Mouse Hareket Etti - X: 771, Y: 270, Zaman: 1081 ms
Mouse Hareket Etti - X: 772, Y: 270, Zaman: 1082 ms
Mouse Hareket Etti - X: 774, Y: 270, Zaman: 1083 ms
Mouse Hareket Etti - X: 776, Y: 270, Zaman: 1085 ms
Mouse Hareket Etti - X: 777, Y: 270, Zaman: 1086 ms
Mouse Hareket Etti - X: 778, Y: 270, Zaman: 1087 ms
Mouse Hareket Etti - X: 779, Y: 270, Zaman: 1088 ms
Mouse Hareket Etti - X: 781, Y: 270, Zaman: 1089 ms
Mouse Hareket Etti - X: 782, Y: 270, Zaman: 1090 ms
Mouse Hareket Etti - X: 783, Y: 270, Zaman: 1091 ms
Mouse Hareket Etti - X: 784, Y: 270, Zaman: 1092 ms
Mouse Hareket Etti - X: 785, Y: 270, Zaman: 1093 ms
Mouse Hareket Etti - X: 786, Y: 270, Zaman: 1094 ms
Mouse Hareket Etti - X: 788, Y: 270, Zaman: 1095 ms
Mouse Hareket Etti - X: 789, Y: 270, Zaman: 1097 ms
Mouse Hareket Etti - X: 790, Y: 270, Zaman: 1098 ms
Mouse Hareket Etti - X: 791, Y: 270, Zaman: 1099 ms
Mouse Hareket Etti - X: 792, Y: 270, Zaman: 1100 ms
Mouse Hareket Etti - X: 793, Y: 270, Zaman: 1101 ms
Mouse Hareket Etti - X: 794, Y: 270, Zaman: 1102 ms
Mouse Hareket Etti - X: 795, Y: 270, Zaman: 1103 ms
Mouse Hareket Etti - X: 796, Y: 270, Zaman: 1104 ms
Mouse Hareket Etti - X: 797, Y: 270, Zaman: 1105 ms
Mouse Hareket Etti - X: 798, Y: 270, Zaman: 1106 ms
Mouse Hareket Etti - X: 800, Y: 270, Zaman: 1108 ms
Mouse Hareket Etti - X: 801, Y: 270, Zaman: 1110 ms
Mouse Hareket Etti - X: 802, Y: 270, Zaman: 1111 ms
Mouse Hareket Etti - X: 803, Y: 270, Zaman: 1113 ms
Mouse Hareket Etti - X: 804, Y: 270, Zaman: 1114 ms
Mouse Hareket Etti - X: 805, Y: 270, Zaman: 1116 ms
Mouse Hareket Etti - X: 806, Y: 270, Zaman: 1117 ms
Mouse Hareket Etti - X: 807, Y: 270, Zaman: 1118 ms
Mouse Hareket Etti - X: 808, Y: 270, Zaman: 1120 ms
Mouse Hareket Etti - X: 809, Y: 270, Zaman: 1121 ms
Mouse Hareket Etti - X: 810, Y: 270, Zaman: 1123 ms
Mouse Hareket Etti - X: 811, Y: 270, Zaman: 1124 ms
Mouse Hareket Etti - X: 812, Y: 270, Zaman: 1127 ms
Mouse Hareket Etti - X: 813, Y: 270, Zaman: 1129 ms
Mouse Hareket Etti - X: 814, Y: 270, Zaman: 1130 ms
Mouse Hareket Etti - X: 815, Y: 270, Zaman: 1133 ms
Mouse Hareket Etti - X: 816, Y: 270, Zaman: 1136 ms
Mouse Hareket Etti - X: 817, Y: 270, Zaman: 1139 ms
Mouse Hareket Etti - X: 818, Y: 270, Zaman: 1145 ms
Mouse Hareket Etti - X: 819, Y: 270, Zaman: 1148 ms
Mouse Hareket Etti - X: 818, Y: 270, Zaman: 1228 ms
Mouse Hareket Etti - X: 818, Y: 271, Zaman: 1251 ms
Mouse Hareket Etti - X: 817, Y: 271, Zaman: 1261 ms
Mouse Hareket Etti - X: 816, Y: 271, Zaman: 1290 ms
Mouse Hareket Etti - X: 815, Y: 271, Zaman: 1327 ms
Mouse Hareket Etti - X: 814, Y: 271, Zaman: 1333 ms
Mouse Hareket Etti - X: 813, Y: 271, Zaman: 1337 ms
Mouse Hareket Etti - X: 812, Y: 271, Zaman: 1342 ms
Mouse Hareket Etti - X: 811, Y: 271, Zaman: 1348 ms
Mouse Hareket Etti - X: 810, Y: 272, Zaman: 1353 ms
Mouse Hareket Etti - X: 809, Y: 272, Zaman: 1355 ms
Mouse Hareket Etti - X: 808, Y: 272, Zaman: 1360 ms
Mouse Hareket Etti - X: 807, Y: 272, Zaman: 1365 ms
Mouse Hareket Etti - X: 806, Y: 272, Zaman: 1370 ms
Mouse Hareket Etti - X: 805, Y: 272, Zaman: 1373 ms
Mouse Hareket Etti - X: 804, Y: 272, Zaman: 1377 ms
Mouse Hareket Etti - X: 803, Y: 272, Zaman: 1382 ms
Mouse Hareket Etti - X: 802, Y: 272, Zaman: 1387 ms
Mouse Hareket Etti - X: 801, Y: 272, Zaman: 1389 ms
Mouse Hareket Etti - X: 800, Y: 273, Zaman: 1393 ms
Mouse Hareket Etti - X: 799, Y: 273, Zaman: 1398 ms
Mouse Hareket Etti - X: 798, Y: 273, Zaman: 1402 ms
Mouse Hareket Etti - X: 797, Y: 273, Zaman: 1404 ms
Mouse Hareket Etti - X: 797, Y: 274, Zaman: 1407 ms
Mouse Hareket Etti - X: 796, Y: 274, Zaman: 1408 ms
Mouse Hareket Etti - X: 795, Y: 274, Zaman: 1413 ms
Mouse Hareket Etti - X: 794, Y: 274, Zaman: 1416 ms
Mouse Hareket Etti - X: 793, Y: 274, Zaman: 1419 ms
Mouse Hareket Etti - X: 792, Y: 274, Zaman: 1423 ms
Mouse Hareket Etti - X: 791, Y: 274, Zaman: 1428 ms
Mouse Hareket Etti - X: 791, Y: 275, Zaman: 1432 ms
Mouse Hareket Etti - X: 790, Y: 275, Zaman: 1433 ms
Mouse Hareket Etti - X: 789, Y: 275, Zaman: 1434 ms
Mouse Hareket Etti - X: 788, Y: 275, Zaman: 1439 ms
Mouse Hareket Etti - X: 787, Y: 275, Zaman: 1444 ms
Mouse Hareket Etti - X: 786, Y: 275, Zaman: 1449 ms
Mouse Hareket Etti - X: 785, Y: 275, Zaman: 1452 ms
Mouse Hareket Etti - X: 784, Y: 275, Zaman: 1456 ms
Mouse Hareket Etti - X: 784, Y: 276, Zaman: 1458 ms
Mouse Hareket Etti - X: 783, Y: 276, Zaman: 1461 ms
Mouse Hareket Etti - X: 782, Y: 276, Zaman: 1467 ms
Mouse Hareket Etti - X: 781, Y: 276, Zaman: 1472 ms
Mouse Hareket Etti - X: 780, Y: 276, Zaman: 1475 ms
Mouse Hareket Etti - X: 779, Y: 276, Zaman: 1479 ms
Mouse Hareket Etti - X: 779, Y: 277, Zaman: 1483 ms
Mouse Hareket Etti - X: 778, Y: 277, Zaman: 1485 ms
Mouse Hareket Etti - X: 777, Y: 277, Zaman: 1491 ms
Mouse Hareket Etti - X: 776, Y: 277, Zaman: 1494 ms
Mouse Hareket Etti - X: 776, Y: 278, Zaman: 1498 ms
Mouse Hareket Etti - X: 775, Y: 278, Zaman: 1501 ms
Mouse Hareket Etti - X: 774, Y: 278, Zaman: 1510 ms
Mouse Hareket Etti - X: 773, Y: 278, Zaman: 1520 ms
Mouse Hareket Etti - X: 772, Y: 278, Zaman: 1527 ms
Mouse Hareket Etti - X: 773, Y: 277, Zaman: 1588 ms
Mouse Hareket Etti - X: 774, Y: 276, Zaman: 1594 ms
Mouse Hareket Etti - X: 775, Y: 276, Zaman: 1599 ms
Mouse Hareket Etti - X: 775, Y: 275, Zaman: 1600 ms
Mouse Hareket Etti - X: 776, Y: 275, Zaman: 1602 ms
Mouse Hareket Etti - X: 777, Y: 275, Zaman: 1604 ms
Mouse Hareket Etti - X: 778, Y: 275, Zaman: 1607 ms
Mouse Hareket Etti - X: 778, Y: 274, Zaman: 1608 ms
Mouse Hareket Etti - X: 779, Y: 274, Zaman: 1610 ms
Mouse Hareket Etti - X: 779, Y: 273, Zaman: 1612 ms
Mouse Hareket Etti - X: 780, Y: 273, Zaman: 1613 ms
Mouse Hareket Etti - X: 781, Y: 273, Zaman: 1614 ms
Mouse Hareket Etti - X: 782, Y: 273, Zaman: 1617 ms
Mouse Hareket Etti - X: 783, Y: 273, Zaman: 1619 ms
Mouse Hareket Etti - X: 784, Y: 273, Zaman: 1621 ms
Mouse Hareket Etti - X: 784, Y: 272, Zaman: 1622 ms
Mouse Hareket Etti - X: 785, Y: 272, Zaman: 1623 ms
Mouse Hareket Etti - X: 786, Y: 272, Zaman: 1624 ms
Mouse Hareket Etti - X: 787, Y: 272, Zaman: 1626 ms
Mouse Hareket Etti - X: 788, Y: 272, Zaman: 1628 ms
Mouse Hareket Etti - X: 789, Y: 272, Zaman: 1630 ms
Mouse Hareket Etti - X: 790, Y: 272, Zaman: 1631 ms
Mouse Hareket Etti - X: 790, Y: 271, Zaman: 1632 ms
Mouse Hareket Etti - X: 791, Y: 271, Zaman: 1633 ms
Mouse Hareket Etti - X: 792, Y: 271, Zaman: 1634 ms
Mouse Hareket Etti - X: 793, Y: 271, Zaman: 1635 ms
Mouse Hareket Etti - X: 794, Y: 271, Zaman: 1637 ms
Mouse Hareket Etti - X: 795, Y: 271, Zaman: 1639 ms
Mouse Hareket Etti - X: 796, Y: 271, Zaman: 1640 ms
Mouse Hareket Etti - X: 797, Y: 271, Zaman: 1641 ms
Mouse Hareket Etti - X: 798, Y: 271, Zaman: 1642 ms
Mouse Hareket Etti - X: 800, Y: 271, Zaman: 1644 ms
Mouse Hareket Etti - X: 801, Y: 270, Zaman: 1646 ms
Mouse Hareket Etti - X: 802, Y: 270, Zaman: 1647 ms
Mouse Hareket Etti - X: 803, Y: 270, Zaman: 1648 ms
Mouse Hareket Etti - X: 804, Y: 270, Zaman: 1649 ms
